,Unnamed: 0,SpeciesName,NumReferences,NumChar,NumWords,Error,Cluster
48,48,Aegypius monachus,37,19490,3169,200,0
49,49,Aquila adalberti,28,8705,1421,200,0
50,50,Aquila africana,15,7999,1254,200,0
51,51,Aquila audax,238,101941,16040,200,1
52,52,Aquila chrysaetos,121,48325,7701,200,1
53,53,Aquila fasciata,222,72310,11362,200,1
54,54,Aquila gurneyi,5,1586,275,200,0
55,55,Aquila heliaca,174,64357,10167,200,1
56,56,Aquila nipalensis,264,105183,16844,200,1
57,57,Aquila rapax,219,78060,12316,200,1
58,58,Aquila spilogaster,80,43713,7037,200,1
59,59,Aquila verreauxii,98,40701,6554,200,1
60,60,Aviceda cuculoides,5,3356,533,200,0
61,61,Aviceda jerdoni,10,1626,254,200,0
62,62,Aviceda leuphotes,24,3760,622,200,0
63,63,Aviceda madagascariensis,4,2167,378,200,0
64,64,Aviceda subcristata,18,7604,1216,200,0
65,65,Busarellus nigricollis,7,2701,430,200,0
66,66,Butastur indicus,14,7358,1198,200,0
67,67,Butastur liventer,1,1002,164,200,0
68,68,Butastur rufipennis,5,4159,692,200,0
69,69,Butastur teesa,26,4884,801,200,0
70,70,Buteo albigula,5,3757,615,200,0
71,71,Buteo albonotatus,12,8927,1471,200,0
72,72,Buteo augur,22,8288,1365,200,0
73,73,Buteo auguralis,5,2165,365,200,0
74,74,Buteo brachypterus,4,2146,361,200,0
75,75,Buteo brachyurus,12,5137,822,200,0
76,76,Buteo buteo,235,86696,13666,200,1
77,77,Buteo galapagoensis,18,7735,1275,200,0
78,78,Buteo hemilasius,41,12937,2025,200,0
79,79,Buteo jamaicensis,315,120350,18869,200,1
80,80,Buteo japonicus,3,512,84,200,0
81,81,Buteo lagopus,35,13140,2056,200,0
82,82,Buteo lineatus,29,12811,2001,200,0
83,83,Buteo nitidus,7,1348,237,200,0
84,84,Buteo oreophilus,3,2615,431,200,0
85,85,Buteo plagiatus,14,7118,1190,200,0
86,86,Buteo platypterus,27,8073,1319,200,0
87,87,Buteo refectus,5,566,87,200,0
88,88,Buteo regalis,45,25091,4011,200,0
89,89,Buteo ridgwayi,1,2728,431,200,0
90,90,Buteo rufinus,110,46165,7266,200,1
91,91,Buteo rufofuscus,22,8683,1456,200,0
92,92,Buteo socotraensis,5,2922,480,200,0
93,93,Buteo solitarius,6,3058,512,200,0
94,94,Buteo swainsoni,17,19709,3160,200,0
95,95,Buteo trizonatus,5,4334,713,200,0
96,96,Buteo ventralis,12,3724,586,200,0
97,97,Buteogallus aequinoctialis,11,3780,628,200,0
98,98,Buteogallus anthracinus,9,2495,401,200,0
99,99,Buteogallus coronatus,13,5868,963,200,0
100,100,Buteogallus gundlachii,4,2150,359,200,0
101,101,Buteogallus lacernulatus,4,2867,470,200,0
102,102,Buteogallus meridionalis,7,1399,236,200,0
103,103,Buteogallus schistaceus,2,846,135,200,0
104,104,Buteogallus solitarius,5,1773,301,200,0
105,105,Buteogallus urubitinga,16,3214,538,200,0
106,106,Chelictinia riocourii,14,3832,621,200,0
107,107,Chondrohierax uncinatus,11,2151,347,200,0
108,108,Chondrohierax wilsonii,5,1645,262,200,0
109,109,Circaetus beaudouini,4,2662,425,200,0
110,110,Circaetus cinerascens,1,1829,300,200,0
111,111,Circaetus cinereus,10,7242,1197,200,0
112,112,Circaetus fasciolatus,4,2386,407,200,0
113,113,Circaetus gallicus,21,4041,678,200,0
114,114,Circaetus pectoralis,4,7451,1173,200,0
115,115,Circus aeruginosus,21,7622,1233,200,0
116,116,Circus approximans,13,4003,645,200,0
117,117,Circus assimilis,5,5744,929,200,0
118,118,Circus buffoni,19,6865,1114,200,0
119,119,Circus cinereus,7,1940,328,200,0
120,120,Circus cyaneus,27,9265,1541,200,0
121,121,Circus hudsonius,22,7409,1228,200,0
122,122,Circus macrosceles,1,1955,340,200,0
123,123,Circus macrourus,5,2053,349,200,0
124,124,Circus maillardi,9,3958,628,200,0
125,125,Circus maurus,6,7267,1133,200,0
126,126,Circus melanoleucos,3,676,104,200,0
127,127,Circus pygargus,16,12875,2096,200,0
128,128,Circus ranivorus,5,4503,726,200,0
129,129,Circus spilonotus,1,2208,377,200,0
130,130,Circus spilothorax,1,1116,188,200,0
131,131,Clanga clanga,181,72605,11204,200,1
132,132,Clanga hastata,8,2402,393,200,0
133,133,Clanga pomarina,13,3409,539,200,0
134,134,Cryptoleucopteryx plumbea,2,405,63,200,0
135,135,Dryotriorchis spectabilis,18,8639,1398,200,0
136,136,Elanoides forficatus,20,6278,999,200,0
137,137,Elanus axillaris,40,16715,2704,200,0
138,138,Elanus caeruleus,40,8055,1282,200,0
139,139,Elanus leucurus,1,3559,569,200,0
140,140,Elanus scriptus,29,13701,2210,200,0
141,141,Erythrotriorchis buergersi,3,226,35,200,0
142,142,Erythrotriorchis radiatus,6,4698,742,200,0
143,143,Eutriorchis astur,8,1816,302,200,0
144,144,Gampsonyx swainsonii,10,2620,437,200,0
145,145,Geranoaetus albicaudatus,9,4951,832,200,0
146,146,Geranoaetus melanoleucus,24,12654,2033,200,0
147,147,Geranoaetus polyosoma,9,4372,708,200,0
148,148,Geranospiza caerulescens,6,2123,324,200,0
149,149,Gypaetus barbatus,52,19009,3120,200,0
150,150,Gypohierax angolensis,20,6402,1041,200,0
151,151,Gyps africanus,23,9261,1476,200,0
152,152,Gyps bengalensis,54,10801,1754,200,0
153,153,Gyps coprotheres,24,5973,969,200,0
154,154,Gyps fulvus,33,7990,1292,200,0
155,155,Gyps himalayensis,24,6752,1106,200,0
156,156,Gyps indicus,42,12078,1941,200,0
157,157,Gyps rueppelli,21,7269,1166,200,0
158,158,Gyps tenuirostris,12,3289,517,200,0
159,159,Haliaeetus albicilla,304,133421,21332,200,1
160,160,Haliaeetus leucocephalus,227,58122,9314,200,1
161,161,Haliaeetus leucogaster,89,25533,4108,200,0
162,162,Haliaeetus leucoryphus,15,6152,992,200,0
163,163,Haliaeetus pelagicus,69,26932,4351,200,0
164,164,Haliaeetus sanfordi,8,2047,342,200,0
165,165,Haliaeetus vocifer,25,7030,1160,200,0
166,166,Haliaeetus vociferoides,8,2866,466,200,0
167,167,Haliastur indus,31,5700,931,200,0
168,168,Haliastur sphenurus,7,4956,798,200,0
169,169,Hamirostra melanosternon,25,9812,1486,200,0
170,170,Harpagus bidentatus,10,4678,752,200,0
171,171,Harpagus diodon,7,3712,612,200,0
172,172,Harpia harpyja,93,23741,3879,200,0
173,173,Harpyopsis novaeguineae,27,14997,2467,200,0
174,174,Helicolestes hamatus,6,3178,518,200,0
175,175,Henicopernis infuscatus,7,3774,601,200,0
176,176,Henicopernis longicauda,2,369,56,200,0
177,177,Hieraaetus ayresii,12,7683,1305,200,0
178,178,Hieraaetus morphnoides,27,9215,1503,200,0
179,179,Hieraaetus pennatus,23,8134,1300,200,0
180,180,Hieraaetus wahlbergi,18,3481,559,200,0
181,181,Hieraaetus weiskei,8,3243,553,200,0
182,182,Icthyophaga humilis,8,3681,596,200,0
183,183,Icthyophaga ichthyaetus,12,9606,1559,200,0
184,184,Ictinaetus malaiensis,25,4822,804,200,0
185,185,Ictinia mississippiensis,14,5322,864,200,0
186,186,Ictinia plumbea,10,3045,502,200,0
187,187,Kaupifalco monogrammicus,13,5733,897,200,0
188,188,Leptodon cayanensis,4,1713,287,200,0
189,189,Leptodon forbesi,6,2634,405,200,0
190,190,Leucopternis kuhli,5,2210,371,200,0
191,191,Leucopternis melanops,13,4513,736,200,0
192,192,Leucopternis semiplumbeus,5,3097,491,200,0
193,193,Lophaetus occipitalis,10,7221,1184,200,0
194,194,Lophoictinia isura,8,7525,1169,200,0
195,195,Lophotriorchis kienerii,16,3595,580,200,0
196,196,Macheiramphus alcinus,14,4181,696,200,0
197,197,Megatriorchis doriae,5,3321,566,200,0
198,198,Melierax canorus,13,4202,698,200,0
199,199,Melierax metabates,8,4404,704,200,0
200,200,Melierax poliopterus,7,3067,508,200,0
201,201,Micronisus gabar,6,3331,551,200,0
202,202,Milvus aegyptius,7,2077,329,200,0
203,203,Milvus migrans,60,11001,1787,200,0
204,204,Milvus milvus,76,17868,2915,200,0
205,205,Morphnarchus princeps,10,4060,682,200,0
206,206,Morphnus guianensis,26,9701,1602,200,0
207,207,Necrosyrtes monachus,27,10237,1602,200,0
208,208,Neophron percnopterus,104,19999,3187,200,0
209,209,Nisaetus alboniger,3,819,139,200,0
210,210,Nisaetus bartelsi,6,2576,427,200,0
211,211,Nisaetus cirrhatus,82,36649,5771,200,0
212,212,Nisaetus floris,12,5198,832,200,0
213,213,Nisaetus lanceolatus,2,803,118,200,0
214,214,Nisaetus nanus,8,692,110,200,0
215,215,Nisaetus nipalensis,103,40016,6340,200,1
216,216,Nisaetus philippensis,6,2358,354,200,0
217,217,Nisaetus pinskeri,9,3685,577,200,0
218,218,Parabuteo leucorrhous,9,2979,480,200,0
219,219,Parabuteo unicinctus,54,10323,1623,200,0
220,220,Pernis apivorus,19,5793,932,200,0
221,221,Pernis celebensis,1,293,46,200,0
222,222,Pernis ptilorhynchus,23,12786,2107,200,0
223,223,Pernis steerei,9,4688,727,200,0
224,224,Pithecophaga jefferyi,61,22706,3694,200,0
225,225,Polemaetus bellicosus,201,72900,11828,200,1
226,226,Polyboroides radiatus,4,2517,407,200,0
227,227,Polyboroides typus,11,4852,786,200,0
228,228,Pseudastur albicollis,15,3860,628,200,0
229,229,Pseudastur occidentalis,7,2801,435,200,0
230,230,Pseudastur polionotus,17,6261,973,200,0
231,231,Rostrhamus sociabilis,20,5517,889,200,0
232,232,Rupornis magnirostris,20,4172,669,200,0
233,233,Sarcogyps calvus,10,4321,662,200,0
234,234,Spilornis cheela,36,7658,1307,200,0
235,235,Spilornis elgini,14,5978,953,200,0
236,236,Spilornis holospilus,3,1281,207,200,0
237,237,Spilornis kinabaluensis,2,712,109,200,0
238,238,Spilornis klossi,3,837,151,200,0
239,239,Spilornis rufipectus,2,297,47,200,0
240,240,Spizaetus isidori,25,9481,1478,200,0
241,241,Spizaetus melanoleucus,16,8080,1312,200,0
242,242,Spizaetus ornatus,135,60153,9534,200,1
243,243,Spizaetus tyrannus,14,2796,446,200,0
244,244,Stephanoaetus coronatus,111,63060,10141,200,1
245,245,Terathopius ecaudatus,150,66239,10462,200,1
246,246,Torgos tracheliotos,15,10104,1646,200,0
247,247,Trigonoceps occipitalis,14,6552,1019,200,0
248,248,Urotriorchis macrourus,6,2421,401,200,0
249,249,Pandion haliaetus,78,16580,2678,200,0
250,250,Sagittarius serpentarius,1,22799,3737,200,0
251,251,Aceros nipalensis,13,3917,619,200,0
252,252,Anorrhinus austeni,4,1314,204,200,0
253,253,Anorrhinus galeritus,3,854,117,200,0
254,254,Anorrhinus tickelli,2,832,125,200,0
255,255,Anthracoceros albirostris,15,9415,1412,200,0
256,256,Anthracoceros coronatus,13,3743,601,200,0
257,257,Anthracoceros malayanus,7,1389,227,200,0
258,258,Anthracoceros marchei,7,3803,594,200,0
259,259,Anthracoceros montani,7,2021,330,200,0
260,260,Berenicornis comatus,4,2007,333,200,0
261,261,Buceros bicornis,51,10339,1698,200,0
262,262,Buceros hydrocorax,9,3757,601,200,0
263,263,Buceros mindanensis,3,872,133,200,0
264,264,Buceros rhinoceros,11,3441,590,200,0
265,265,Bucorvus abyssinicus,15,8319,1376,200,0
266,266,Bucorvus leadbeateri,41,14162,2251,200,0
267,267,Bycanistes albotibialis,1,457,64,200,0
268,268,Bycanistes brevis,1,1266,210,200,0
269,269,Bycanistes bucinator,3,1633,266,200,0
270,270,Bycanistes cylindricus,4,2903,463,200,0
271,271,Bycanistes fistulator,1,407,68,200,0
272,273,Bycanistes subcylindricus,1,4177,660,200,0
273,274,Ceratogymna atrata,4,996,158,200,0
274,275,Ceratogymna elata,2,1347,229,200,0
275,276,Horizocerus albocristatus,5,1631,235,200,0
276,277,Horizocerus cassini,5,920,130,200,0
277,278,Horizocerus granti,4,985,148,200,0
278,279,Horizocerus hartlaubi,4,1114,170,200,0
279,280,Lophoceros alboterminatus,1,1052,173,200,0
280,281,Lophoceros bradfieldi,2,774,123,200,0
281,282,Lophoceros camurus,1,263,38,200,0
282,283,Lophoceros fasciatus,2,1329,232,200,0
283,284,Lophoceros hemprichii,2,455,68,200,0
284,285,Lophoceros nasutus,11,3373,543,200,0
285,286,Lophoceros pallidirostris,1,291,41,200,0
286,287,Lophoceros semifasciatus,4,591,90,200,0
287,288,Ocyceros birostris,20,3828,655,200,0
288,289,Ocyceros gingalensis,1,1348,234,200,0
289,290,Ocyceros griseus,14,4706,780,200,0
290,291,Penelopides affinis,2,1130,177,200,0
291,292,Penelopides manillae,11,2461,379,200,0
292,293,Penelopides mindorensis,6,3456,556,200,0
293,294,Penelopides panini,9,3623,587,200,0
294,295,Rhabdotorrhinus corrugatus,1,1761,303,200,0
295,296,Rhabdotorrhinus exarhatus,1,1718,277,200,0
296,297,Rhabdotorrhinus leucocephalus,1,585,87,200,0
297,298,Rhabdotorrhinus waldeni,8,5628,914,200,0
298,299,Rhinoplax vigil,18,5564,920,200,0
299,300,Rhyticeros cassidix,4,1672,275,200,0
300,301,Rhyticeros everetti,3,1256,203,200,0
301,302,Rhyticeros narcondami,22,5377,879,200,0
302,303,Rhyticeros plicatus,11,3084,508,200,0
303,304,Rhyticeros subruficollis,3,637,93,200,0
304,305,Rhyticeros undulatus,29,9772,1556,200,0
305,306,Tockus damarensis,1,1152,184,200,0
306,307,Tockus deckeni,2,1830,326,200,0
307,308,Tockus erythrorhynchus,2,495,68,200,0
308,309,Tockus flavirostris,1,449,64,200,0
309,310,Tockus jacksoni,1,396,63,200,0
310,311,Tockus leucomelas,4,7705,1290,200,0
311,312,Tockus monteiri,2,1287,218,200,0
312,313,Phoeniculus bollei,6,1752,274,200,0
313,314,Phoeniculus damarensis,4,874,133,200,0
314,315,Phoeniculus purpureus,7,2309,381,200,0
315,316,Phoeniculus somaliensis,4,1699,290,200,0
316,317,Rhinopomastus aterrimus,2,567,83,200,0
317,318,Rhinopomastus castaneiceps,1,362,54,200,0
318,319,Rhinopomastus cyanomelas,1,476,70,200,0
319,320,Rhinopomastus minor,10,4940,823,200,0
320,321,Upupa epops,41,12799,2127,200,0
321,322,Upupa marginata,4,2933,481,200,0
322,323,Cariama cristata,23,7812,1257,200,0
323,324,Chunga burmeisteri,26,7491,1187,200,0
324,325,Cathartes aura,87,19152,3096,200,0
325,326,Cathartes burrovianus,29,9424,1521,200,0
326,327,Cathartes melambrotus,29,10055,1619,200,0
327,328,Coragyps atratus,73,18767,3026,200,0
328,329,Gymnogyps californianus,139,31750,5066,200,0
329,330,Sarcoramphus papa,59,19018,3115,200,0
330,331,Vultur gryphus,80,20374,3320,200,0
331,332,Colius castanotus,7,2585,413,200,0
332,333,Colius colius,1,2706,458,200,0
333,334,Colius leucocephalus,1,945,164,200,0
334,335,Colius striatus,6,3387,568,200,0
335,336,Urocolius indicus,4,1596,266,200,0
336,337,Urocolius macrourus,14,7062,1105,200,0
337,338,Actenoides bougainvillei,6,2381,377,200,0
338,339,Actenoides capucinus,3,622,90,200,0
339,340,Actenoides concretus,2,765,118,200,0
340,341,Actenoides excelsus,9,1405,224,200,0
341,342,Actenoides hombroni,4,2359,382,200,0
342,343,Actenoides lindsayi,4,2540,427,200,0
343,344,Actenoides monachus,2,656,103,200,0
344,345,Actenoides princeps,5,2293,367,200,0
345,346,Actenoides regalis,3,600,83,200,0
346,347,Alcedo atthis,24,12704,2117,200,0
347,348,Alcedo coerulescens,7,1477,232,200,0
348,349,Alcedo euryzona,6,1327,205,200,0
349,350,Alcedo hercules,14,7494,1279,200,0
350,351,Alcedo meninting,10,2537,391,200,0
351,352,Alcedo peninsulae,2,5704,876,200,0
352,353,Alcedo quadribrachys,6,763,113,200,0
353,354,Alcedo semitorquata,7,1535,250,200,0
354,355,Caridonax fulgidus,2,541,86,200,0
355,356,Ceryle rudis,26,5078,817,200,0
356,357,Ceyx argentatus,4,2391,363,200,0
357,358,Ceyx azureus,6,3661,600,200,0
358,359,Ceyx cajeli,4,849,132,200,0
359,360,Ceyx collectoris,4,880,136,200,0
360,361,Ceyx cyanopectus,4,1117,177,200,0
361,362,Ceyx dispar,4,848,131,200,0
362,363,Ceyx erithaca,20,9874,1522,200,0
363,364,Ceyx fallax,3,476,68,200,0
364,365,Ceyx flumenicola,4,2525,379,200,0
365,366,Ceyx gentianus,6,1309,202,200,0
366,367,Ceyx lepidus,6,1992,325,200,0
367,368,Ceyx margarethae,5,1474,235,200,0
368,369,Ceyx meeki,5,880,136,200,0
369,370,Ceyx melanurus,12,2764,433,200,0
370,372,Ceyx mulcatus,4,897,140,200,0
371,374,Ceyx nigromaxilla,4,976,147,200,0
372,375,Ceyx pusillus,10,3548,580,200,0
373,376,Ceyx sacerdotis,4,874,136,200,0
374,377,Ceyx sangirensis,1,331,51,200,0
375,378,Ceyx solitarius,4,920,140,200,0
376,379,Ceyx wallacii,4,937,146,200,0
377,380,Ceyx websteri,2,367,56,200,0
378,381,Chloroceryle aenea,11,4365,719,200,0
379,382,Chloroceryle amazona,9,3415,578,200,0
380,383,Chloroceryle americana,14,6003,1006,200,0
381,384,Chloroceryle inda,12,4621,714,200,0
382,385,Cittura cyanotis,5,1527,257,200,0
383,386,Cittura sanghirensis,3,549,82,200,0
384,387,Clytoceyx rex,5,1824,286,200,0
385,388,Corythornis cristatus,14,3063,497,200,0
386,389,Corythornis leucogaster,5,678,104,200,0
387,390,Corythornis madagascariensis,5,711,111,200,0
388,391,Corythornis nais,4,551,89,200,0
389,392,Corythornis thomensis,5,650,99,200,0
390,393,Corythornis vintsioides,6,1111,173,200,0
391,394,Dacelo gaudichaud,5,2340,365,200,0
392,395,Dacelo leachii,13,4264,710,200,0
393,396,Dacelo novaeguineae,49,19961,3151,200,0
394,397,Dacelo tyro,4,708,112,200,0
395,398,Halcyon albiventris,9,2625,410,200,0
396,399,Halcyon badia,3,2565,425,200,0
397,400,Halcyon chelicuti,15,5100,842,200,0
398,401,Halcyon coromanda,2,1414,225,200,0
399,402,Halcyon cyanoventris,18,8654,1270,200,0
400,403,Halcyon gularis,3,474,69,200,0
401,404,Halcyon leucocephala,8,2934,449,200,0
402,405,Halcyon malimbica,2,1161,196,200,0
403,406,Halcyon pileata,18,3457,540,200,0
404,407,Halcyon senegalensis,6,3376,538,200,0
405,408,Halcyon senegaloides,6,2723,437,200,0
406,409,Halcyon smyrnensis,40,6458,1023,200,0
407,410,Ispidina lecontei,7,1009,150,200,0
408,411,Ispidina picta,10,3157,518,200,0
409,413,Lacedo pulchella,9,2450,415,200,0
410,414,Megaceryle alcyon,23,4459,716,200,0
411,415,Megaceryle lugubris,8,1754,299,200,0
412,416,Megaceryle maxima,5,1768,310,200,0
413,417,Megaceryle torquata,23,6682,1013,200,0
414,418,Melidora macrorrhina,6,1596,267,200,0
415,419,Pelargopsis amauroptera,4,583,86,200,0
416,420,Pelargopsis capensis,13,2488,396,200,0
417,421,Pelargopsis melanorhyncha,2,811,116,200,0
418,422,Syma megarhyncha,12,4792,783,200,0
419,423,Syma torotoro,4,1632,264,200,0
420,424,Tanysiptera carolinae,4,2313,377,200,0
421,425,Tanysiptera danae,10,3171,499,200,0
422,426,Tanysiptera ellioti,4,1072,167,200,0
423,427,Tanysiptera galatea,9,5883,964,200,0
424,428,Tanysiptera hydrocharis,1,386,60,200,0
425,429,Tanysiptera nigriceps,6,1524,232,200,0
426,430,Tanysiptera nympha,1,364,54,200,0
427,431,Tanysiptera riedelii,5,2460,414,200,0
428,432,Tanysiptera sylvia,35,8674,1362,200,0
429,433,Todiramphus albonotatus,2,759,125,200,0
430,434,Todiramphus australasia,2,419,63,200,0
431,435,Todiramphus chloris,10,4591,740,200,0
432,436,Todiramphus cinnamominus,10,2930,436,200,0
433,437,Todiramphus diops,2,417,63,200,0
434,438,Todiramphus enigma,2,470,72,200,0
435,439,Todiramphus farquhari,1,1547,274,200,0
436,440,Todiramphus funebris,1,1148,176,200,0
437,441,Todiramphus gambieri,1,1952,297,200,0
438,442,Todiramphus godeffroyi,3,1705,271,200,0
439,443,Todiramphus lazuli,1,1079,164,200,0
440,444,Todiramphus leucopygius,1,318,47,200,0
441,445,Todiramphus macleayii,11,3303,544,200,0
442,446,Todiramphus nigrocyaneus,2,1163,179,200,0
443,447,Todiramphus pelewensis,5,959,139,200,0
444,448,Todiramphus pyrrhopygius,12,4070,652,200,0
445,449,Todiramphus recurvirostris,2,669,101,200,0
446,450,Todiramphus reichenbachii,1,1130,165,200,0
447,451,Todiramphus ruficollaris,1,1051,159,200,0
448,452,Todiramphus sanctus,18,5179,813,200,0
449,453,Todiramphus saurophagus,2,312,47,200,0
450,454,Todiramphus tutus,11,2588,402,200,0
451,455,Todiramphus veneratus,9,2274,358,200,0
452,456,Todiramphus winchelli,8,3236,500,200,0
453,458,Atelornis crossleyi,5,2125,345,200,0
454,459,Atelornis pittoides,3,2160,367,200,0
455,460,Brachypteracias leptosomus,9,3054,507,200,0
456,461,Geobiastes squamiger,10,3280,522,200,0
457,462,Uratelornis chimaera,28,13649,2181,200,0
458,463,Coracias abyssinicus,5,2533,417,200,0
459,464,Coracias affinis,10,2327,375,200,0
460,465,Coracias benghalensis,65,15101,2461,200,0
461,466,Coracias caudatus,20,9368,1464,200,0
462,467,Coracias cyanogaster,10,2881,458,200,0
463,468,Coracias garrulus,28,8301,1313,200,0
464,469,Coracias naevius,7,2567,415,200,0
465,470,Coracias spatulatus,6,3532,567,200,0
466,471,Coracias temminckii,8,1859,284,200,0
467,472,Eurystomus azureus,3,1067,163,200,0
468,473,Eurystomus glaucurus,10,2262,358,200,0
469,474,Eurystomus gularis,9,2829,447,200,0
470,475,Eurystomus orientalis,9,2750,443,200,0
471,476,Meropogon forsteni,1,1907,309,200,0
472,477,Merops albicollis,1,1802,293,200,0
473,478,Merops americanus,5,914,142,200,0
474,479,Merops apiaster,12,4367,725,200,0
475,480,Merops boehmi,2,344,53,200,0
476,481,Merops breweri,2,1954,335,200,0
477,482,Merops bullockoides,5,3078,477,200,0
478,483,Merops bulocki,3,1938,319,200,0
479,484,Merops cyanophrys,5,1894,305,200,0
480,485,Merops gularis,2,1439,229,200,0
481,486,Merops hirundineus,2,1128,181,200,0
482,487,Merops lafresnayii,6,3133,483,200,0
483,488,Merops leschenaulti,8,3460,575,200,0
484,489,Merops malimbicus,3,2358,403,200,0
485,490,Merops mentalis,2,575,87,200,0
486,491,Merops muelleri,3,1729,291,200,0
487,492,Merops nubicoides,1,1727,277,200,0
488,493,Merops nubicus,9,3110,489,200,0
489,494,Merops oreobates,3,1652,262,200,0
490,495,Merops orientalis,25,6547,1064,200,0
491,496,Merops ornatus,13,5085,829,200,0
492,497,Merops persicus,3,2250,373,200,0
493,498,Merops philippinus,21,4529,735,200,0
494,499,Merops pusillus,6,1567,256,200,0
495,500,Merops revoilii,3,1677,292,200,0
496,501,Merops superciliosus,11,2778,430,200,0
497,502,Merops variegatus,9,5961,953,200,0
498,503,Merops viridis,13,8356,1250,200,0
499,504,Merops viridissimus,5,1811,288,200,0
500,505,Nyctyornis amictus,1,989,154,200,0
501,506,Nyctyornis athertoni,26,4457,737,200,0
502,507,Aspatha gularis,3,1861,322,200,0
503,508,Baryphthengus martii,4,3123,519,200,0
504,509,Baryphthengus ruficapillus,4,2189,352,200,0
505,510,Electron carinatum,2,1913,327,200,0
506,511,Electron platyrhynchum,7,4130,670,200,0
507,512,Eumomota superciliosa,7,2861,475,200,0
508,513,Hylomanes momotula,3,2663,440,200,0
509,514,Momotus aequatorialis,5,2199,378,200,0
510,515,Momotus bahamensis,3,1281,219,200,0
511,516,Momotus coeruliceps,2,948,157,200,0
512,517,Momotus lessonii,1,783,126,200,0
513,518,Momotus mexicanus,18,8467,1257,200,0
514,519,Momotus momota,5,1876,291,200,0
515,520,Momotus subrufescens,5,1936,293,200,0
516,521,Todus angustirostris,3,2955,482,200,0
517,522,Todus mexicanus,11,8919,1444,200,0
518,523,Todus multicolor,6,2189,364,200,0
519,524,Todus subulatus,4,12827,2050,200,0
520,525,Todus todus,16,8321,1351,200,0
521,526,Caracara cheriway,31,7341,1162,200,0
522,527,Caracara plancus,31,7341,1162,200,0
523,528,Daptrius ater,22,6635,1030,200,0
524,529,Falco alopex,1,2009,362,200,0
525,530,Falco amurensis,18,4864,801,200,0
526,531,Falco araeus,2,2462,434,200,0
527,532,Falco ardosiaceus,2,2737,480,200,0
528,533,Falco berigora,6,2266,362,200,0
529,534,Falco biarmicus,20,7740,1244,200,0
530,535,Falco cenchroides,9,5037,835,200,0
531,536,Falco cherrug,24,6854,1091,200,0
532,537,Falco chicquera,31,8340,1358,200,0
533,538,Falco columbarius,42,20533,3269,200,0
534,539,Falco concolor,9,5826,987,200,0
535,540,Falco cuvierii,1,2331,375,200,0
536,541,Falco deiroleucus,11,6667,1047,200,0
537,542,Falco dickinsoni,2,2790,487,200,0
538,543,Falco eleonorae,11,4011,646,200,0
539,544,Falco fasciinucha,6,6353,1000,200,0
540,545,Falco femoralis,18,7755,1245,200,0
541,546,Falco hypoleucos,18,5926,984,200,0
542,547,Falco jugger,2,1583,250,200,0
543,548,Falco longipennis,18,7816,1197,200,0
544,549,Falco mexicanus,45,22364,3625,200,0
